month,day,hour,T,GHI,DNI,DHI,rh,wspd,pres
1,18,0,18.7,0.0,0.0,0.0,36.4,0.3,948.0
1,18,1,18.4,0.0,0.0,0.0,40.3,0.3,947.4
1,18,2,17.8,0.0,0.0,0.0,50.4,0.2,945.4
1,18,3,16.8,0.0,0.0,0.0,58.1,0.2,943.6
1,18,4,15.9,0.0,0.0,0.0,60.4,0.4,942.7
1,18,5,16.4,0.0,0.0,0.0,64.0,0.3,946.5
1,18,6,17.5,4.2,0.0,4.2,71.8,0.2,950.0
1,18,7,20.1,194.0,697.7,42.0,75.4,0.6,956.2
1,18,8,21.9,418.5,849.5,62.5,78.0,0.9,956.0
1,18,9,24.2,631.0,914.3,78.0,81.1,1.3,959.0
1,18,10,25.9,813.2,948.2,90.1,84.3,1.9,959.2
1,18,11,27.8,950.9,966.5,98.7,85.9,2.5,960.2
1,18,12,29.0,1033.9,974.9,103.8,85.2,3.0,959.5
1,18,13,29.6,1055.5,975.4,105.2,86.5,3.5,958.3
1,18,14,29.3,859.2,55.8,806.7,80.5,3.6,957.5
1,18,15,28.5,812.1,49.5,769.7,74.2,3.6,956.3
1,18,16,27.2,762.4,927.2,86.8,65.6,3.2,953.4
1,18,17,25.9,570.3,881.9,73.8,54.7,2.9,953.2
1,18,18,23.9,355.2,800.0,57.5,46.5,2.2,950.4
1,18,19,22.3,138.0,607.3,35.3,41.4,1.8,950.3
1,18,20,21.1,0.0,0.0,0.0,39.9,1.3,950.3
1,18,21,20.4,0.0,0.0,0.0,40.2,1.1,950.8
1,18,22,19.6,0.0,0.0,0.0,40.2,0.7,949.5
1,18,23,19.4,0.0,0.0,0.0,37.9,0.7,950.0
1,19,0,19.1,0.0,0.0,0.0,36.9,0.5,948.6
1,19,1,18.6,0.0,0.0,0.0,41.5,0.3,946.7
1,19,2,18.9,0.0,0.0,0.0,52.9,0.6,948.9
1,19,3,17.6,0.0,0.0,0.0,64.2,0.3,943.2
1,19,4,16.8,0.0,0.0,0.0,68.0,0.3,945.4
1,19,5,15.7,0.0,0.0,0.0,69.0,0.2,944.4
1,19,6,16.3,0.8,0.0,0.8,74.9,0.5,949.4
1,19,7,18.1,49.2,6.7,47.8,77.5,0.5,955.5
1,19,8,19.6,121.3,8.3,117.9,80.2,1.0,955.2
1,19,9,21.2,183.1,9.0,177.7,83.1,1.4,956.8
1,19,10,23.4,249.6,9.4,242.4,85.7,1.9,958.0
1,19,11,24.9,326.1,9.7,317.6,88.6,2.5,958.3
1,19,12,25.6,756.1,36.5,721.4,90.3,3.0,955.8
1,19,13,25.9,554.0,14.5,539.8,91.0,3.4,955.6
1,19,14,25.6,754.6,36.6,720.2,85.7,3.5,954.6
1,19,15,24.9,550.9,15.8,537.3,82.5,3.6,952.4
1,19,16,23.9,767.8,934.5,87.2,78.9,3.2,951.2
1,19,17,22.8,574.5,889.4,74.2,70.8,2.9,949.4
1,19,18,21.5,356.5,804.4,57.6,64.4,2.1,948.1
1,19,19,20.2,137.4,607.2,35.3,54.0,1.6,947.1
1,19,20,18.9,0.0,0.0,0.0,48.8,1.0,946.5
1,19,21,18.1,0.0,0.0,0.0,46.2,0.7,947.3
1,19,22,17.5,0.0,0.0,0.0,43.9,0.3,947.0
1,19,23,16.9,0.0,0.0,0.0,45.1,0.3,946.3
1,20,0,16.2,0.0,0.0,0.0,42.6,0.3,944.8
1,20,1,15.7,0.0,0.0,0.0,45.4,0.1,944.0
1,20,2,15.1,0.0,0.0,0.0,51.4,0.2,942.5
1,20,3,14.7,0.0,0.0,0.0,60.1,0.2,941.8
1,20,4,14.1,0.0,0.0,0.0,64.7,0.3,940.2
1,20,5,15.4,0.0,0.0,0.0,65.4,0.2,945.4
1,20,6,16.8,2.4,0.0,2.4,73.2,0.2,948.5
1,20,7,19.0,188.4,693.3,41.4,79.1,0.5,953.9
1,20,8,20.9,413.3,848.6,62.2,79.1,0.9,956.3
1,20,9,23.7,628.9,917.7,78.0,82.1,1.3,961.4
1,20,10,26.2,815.4,955.3,90.3,85.7,1.8,964.7
1,20,11,28.5,957.1,976.2,99.2,87.8,2.4,964.1
1,20,12,30.2,1042.2,985.4,104.5,86.5,2.8,964.3
1,20,13,29.2,1065.3,986.4,105.9,86.9,3.1,957.2
1,20,14,28.4,1025.0,980.0,103.4,79.5,3.1,957.0
1,20,15,27.4,924.8,965.8,97.3,80.5,2.9,956.4
1,20,16,26.2,772.0,940.5,87.6,69.0,2.9,954.1
1,20,17,24.5,578.1,896.2,74.5,56.5,2.5,952.2
1,20,18,22.6,358.6,810.9,57.8,51.9,1.9,949.0
1,20,19,20.5,137.8,612.5,35.3,47.1,1.6,947.4
1,20,20,19.2,0.0,0.0,0.0,43.8,1.1,948.5
1,20,21,18.0,0.0,0.0,0.0,40.8,0.7,948.2
1,20,22,16.9,0.0,0.0,0.0,39.8,0.2,946.4
1,20,23,15.8,0.0,0.0,0.0,34.0,0.0,945.1
1,21,0,14.8,0.0,0.0,0.0,42.7,0.4,944.4
1,21,1,14.0,0.0,0.0,0.0,45.6,0.2,943.8
1,21,2,14.5,0.0,0.0,0.0,50.6,0.3,946.7
1,21,3,15.6,0.0,0.0,0.0,59.5,0.3,949.6
1,21,4,15.5,0.0,0.0,0.0,63.0,0.5,947.0
1,21,5,16.4,0.0,0.0,0.0,68.6,0.4,951.9
1,21,6,16.8,1.6,0.0,1.6,73.0,0.3,951.2
1,21,7,18.5,186.6,696.0,41.2,74.5,0.2,956.7
1,21,8,21.0,414.1,855.6,62.3,77.8,0.7,961.4
1,21,9,23.4,633.0,927.5,78.3,81.4,1.1,962.3
1,21,10,25.7,823.2,967.3,90.8,86.2,1.6,962.0
1,21,11,27.0,968.7,990.3,99.9,89.0,2.2,960.8
1,21,12,27.8,1052.0,996.2,105.0,88.3,2.7,959.4
1,21,13,27.6,817.6,46.4,772.5,87.8,3.1,956.7
1,21,14,27.4,584.9,17.3,568.6,82.2,3.2,956.7
1,21,15,27.0,636.4,23.6,616.2,83.7,2.9,954.8
1,21,16,26.2,405.5,9.5,398.6,75.1,2.8,953.7
1,21,17,25.2,293.4,9.0,288.3,69.3,2.3,950.9
1,21,18,23.6,85.2,8.2,82.2,66.8,1.6,949.4
1,21,19,22.0,137.9,617.9,35.3,55.6,1.4,950.1
1,21,20,20.9,0.0,0.0,0.0,44.2,1.1,951.0
1,21,21,19.7,0.0,0.0,0.0,41.3,0.8,950.4
1,21,22,19.0,0.0,0.0,0.0,41.8,0.7,951.3
1,21,23,18.7,0.0,0.0,0.0,34.1,0.6,951.8
1,22,0,18.2,0.0,0.0,0.0,40.6,0.5,950.6
1,22,1,17.8,0.0,0.0,0.0,41.6,0.5,949.9
1,22,2,17.6,0.0,0.0,0.0,44.7,0.5,951.0
1,22,3,17.1,0.0,0.0,0.0,55.6,0.4,949.1
1,22,4,16.1,0.0,0.0,0.0,56.3,0.5,947.7
1,22,5,16.0,0.0,0.0,0.0,64.5,0.5,950.6
1,22,6,15.4,0.0,0.0,0.0,72.5,0.5,949.1
1,22,7,17.4,52.8,7.0,51.3,66.8,0.4,956.8
1,22,8,19.2,176.8,8.6,173.3,76.3,0.9,958.0
1,22,9,21.6,314.9,9.2,309.4,79.9,1.3,960.8
1,22,10,23.6,260.1,9.6,252.9,84.7,1.8,960.1
1,22,11,24.6,225.5,9.8,217.0,85.3,2.3,958.2
1,22,12,24.8,305.3,9.8,296.0,85.6,2.7,957.2
1,22,13,25.1,272.3,9.8,262.7,87.7,3.2,956.3
1,22,14,25.7,328.7,9.8,319.5,85.7,3.5,959.7
1,22,15,25.2,600.7,20.0,583.5,82.0,3.5,957.2
1,22,16,23.8,769.0,938.1,87.4,67.3,3.2,953.4
1,22,17,22.2,576.1,894.9,74.4,57.8,2.7,952.1
1,22,18,20.1,357.9,813.1,57.8,61.4,2.3,950.6
1,22,19,18.5,136.9,616.5,35.2,54.2,1.9,951.9
1,22,20,17.3,0.0,0.0,0.0,43.6,1.7,952.4
1,22,21,16.6,0.0,0.0,0.0,43.5,1.2,953.2
1,22,22,15.7,0.0,0.0,0.0,44.6,0.8,951.3
1,22,23,14.9,0.0,0.0,0.0,49.5,0.3,951.0
1,23,0,14.1,0.0,0.0,0.0,47.5,0.4,949.7
1,23,1,13.5,0.0,0.0,0.0,46.5,0.4,949.5
1,23,2,13.3,0.0,0.0,0.0,48.9,0.6,949.7
1,23,3,14.1,0.0,0.0,0.0,56.2,0.5,952.1
1,23,4,14.2,0.0,0.0,0.0,56.0,0.6,951.1
1,23,5,14.9,0.0,0.0,0.0,67.1,0.5,954.3
1,23,6,15.4,0.0,0.0,0.0,73.0,0.4,955.3
1,23,7,18.5,180.4,689.0,40.5,71.1,0.2,964.6
1,23,8,21.0,407.2,851.2,61.7,80.2,0.8,965.4
1,23,9,23.6,625.1,922.2,77.7,83.4,1.3,966.2
1,23,10,26.1,813.5,960.1,90.2,86.1,1.8,967.1
1,23,11,27.9,957.3,981.5,99.2,88.2,2.3,965.4
1,23,12,29.0,1044.7,991.6,104.6,88.0,2.7,964.5
1,23,13,29.8,1069.7,993.5,106.0,85.9,3.1,964.4
1,23,14,30.2,1030.4,987.8,103.6,82.6,3.2,964.8
1,23,15,29.7,928.8,972.5,97.4,76.0,3.2,962.3
1,23,16,28.6,774.0,945.7,87.5,63.0,3.0,959.3
1,23,17,27.5,578.1,899.6,74.4,54.0,2.7,957.1
1,23,18,25.4,357.4,814.2,57.7,48.3,1.9,953.1
1,23,19,23.2,135.2,612.5,34.9,46.7,1.4,951.6
1,23,20,21.7,0.0,0.0,0.0,39.7,1.0,952.4
1,23,21,20.6,0.0,0.0,0.0,37.9,0.7,952.2
1,23,22,19.8,0.0,0.0,0.0,36.1,0.2,951.3
1,23,23,18.9,0.0,0.0,0.0,35.6,0.2,949.1
1,24,0,18.2,0.0,0.0,0.0,35.7,0.3,948.0
1,24,1,17.4,0.0,0.0,0.0,38.0,0.3,946.1
1,24,2,16.7,0.0,0.0,0.0,44.0,0.4,944.8
1,24,3,16.2,0.0,0.0,0.0,50.1,0.3,944.0
1,24,4,15.3,0.0,0.0,0.0,55.9,0.5,941.6
1,24,5,14.8,0.0,0.0,0.0,62.5,0.3,941.7
1,24,6,16.1,0.0,0.0,0.0,66.0,0.3,946.6
1,24,7,19.2,174.4,672.8,39.8,68.2,0.5,955.1
1,24,8,21.8,398.6,837.2,61.0,76.4,0.9,956.2
1,24,9,24.5,614.0,908.5,76.9,78.6,1.3,959.0
1,24,10,26.9,800.5,946.6,89.2,80.9,1.7,961.7
1,24,11,28.9,942.7,967.7,98.1,80.9,2.3,961.4
1,24,12,30.3,1029.2,977.6,103.5,81.6,2.8,962.2
1,24,13,29.8,1053.9,979.3,105.0,83.9,3.2,958.2
1,24,14,29.3,1014.8,973.1,102.6,80.5,3.3,957.7
1,24,15,28.3,916.9,960.3,96.6,74.5,3.3,955.7
1,24,16,27.2,765.8,936.0,87.0,65.5,3.0,953.6
1,24,17,25.7,572.9,892.4,74.1,56.2,2.7,952.0
1,24,18,23.5,354.6,809.7,57.4,58.0,2.1,948.6
1,24,19,21.3,133.5,609.1,34.7,43.6,1.6,947.5
1,24,20,19.6,0.0,0.0,0.0,42.1,1.2,948.8
1,24,21,18.5,0.0,0.0,0.0,41.5,0.8,950.2
1,24,22,17.9,0.0,0.0,0.0,40.7,0.4,950.4
1,24,23,17.3,0.0,0.0,0.0,42.1,0.2,949.4
1,25,0,16.7,0.0,0.0,0.0,41.7,0.2,948.4
1,25,1,16.0,0.0,0.0,0.0,43.1,0.1,947.2
1,25,2,15.4,0.0,0.0,0.0,48.5,0.3,946.3
1,25,3,15.2,0.0,0.0,0.0,56.2,0.3,947.3
1,25,4,14.4,0.0,0.0,0.0,57.3,0.4,943.7
1,25,5,15.0,0.0,0.0,0.0,64.7,0.3,947.3
1,25,6,16.0,0.0,0.0,0.0,68.8,0.4,950.2
1,25,7,18.5,170.0,662.5,39.4,70.4,0.6,956.6
1,25,8,21.0,392.8,829.4,60.6,75.8,0.9,957.5
1,25,9,23.0,608.6,903.3,76.6,79.1,1.3,957.2
1,25,10,24.8,795.8,943.1,89.1,82.7,1.8,958.0
1,25,11,26.3,939.2,965.6,98.1,84.2,2.4,957.4
1,25,12,27.1,1026.9,976.5,103.5,84.1,2.9,956.5
1,25,13,27.7,1052.7,979.0,105.1,85.2,3.2,956.8
1,25,14,27.2,1014.6,973.7,102.7,80.7,3.4,954.5
1,25,15,26.4,915.7,959.8,96.6,75.8,3.3,952.6
1,25,16,24.9,763.7,934.3,87.0,74.4,3.1,950.3
1,25,17,23.7,570.2,889.5,73.9,72.3,2.8,948.9
1,25,18,21.6,352.4,806.6,57.3,58.8,2.1,946.5
1,25,19,19.6,131.9,605.2,34.5,48.7,1.6,946.4
1,25,20,18.1,0.0,0.0,0.0,44.5,1.4,947.3
1,25,21,17.1,0.0,0.0,0.0,43.8,1.1,948.3
1,25,22,16.2,0.0,0.0,0.0,42.4,0.4,947.9
1,25,23,15.8,0.0,0.0,0.0,44.1,0.2,948.2
1,26,0,15.3,0.0,0.0,0.0,42.0,0.1,946.9
1,26,1,14.7,0.0,0.0,0.0,43.9,0.1,945.7
1,26,2,14.2,0.0,0.0,0.0,51.5,0.1,945.0
1,26,3,13.8,0.0,0.0,0.0,60.1,0.2,944.6
1,26,4,13.1,0.0,0.0,0.0,63.0,0.4,942.6
1,26,5,14.1,0.0,0.0,0.0,64.3,0.3,947.4
1,26,6,14.9,0.0,0.0,0.0,70.5,0.4,949.2
1,26,7,17.0,168.6,667.0,39.1,77.0,0.5,955.7
1,26,8,19.3,394.3,838.6,60.7,77.3,0.9,959.2
1,26,9,21.8,612.3,912.8,76.9,81.6,1.3,961.5
1,26,10,24.3,801.7,952.9,89.4,85.3,1.8,963.5
1,26,11,26.3,946.7,975.5,98.6,88.5,2.3,963.4
1,26,12,27.7,1034.5,985.4,104.0,88.4,2.8,963.5
1,26,13,28.6,1059.8,987.0,105.5,88.2,3.2,963.8
1,26,14,28.3,1020.8,980.9,103.1,83.0,3.5,960.8
1,26,15,27.4,920.8,966.4,96.9,78.3,3.4,958.2
1,26,16,26.1,767.4,940.4,87.2,66.7,3.2,955.8
1,26,17,24.9,572.3,894.9,74.0,59.1,2.9,954.4
1,26,18,22.9,351.8,808.1,57.2,51.3,2.0,952.1
1,26,19,21.1,129.8,600.0,34.2,46.0,1.5,951.8
1,26,20,19.6,0.0,0.0,0.0,43.7,1.1,952.3
1,26,21,18.7,0.0,0.0,0.0,40.3,0.7,953.0
1,26,22,17.9,0.0,0.0,0.0,38.8,0.1,951.7
1,26,23,17.2,0.0,0.0,0.0,39.8,0.2,950.5
1,27,0,16.5,0.0,0.0,0.0,36.2,0.3,949.0
1,27,1,16.0,0.0,0.0,0.0,37.4,0.3,948.4
1,27,2,15.5,0.0,0.0,0.0,49.0,0.0,946.8
1,27,3,15.1,0.0,0.0,0.0,52.5,0.1,946.6
1,27,4,14.5,0.0,0.0,0.0,56.6,0.4,945.1
1,27,5,15.4,0.0,0.0,0.0,58.7,0.3,949.2
1,27,6,16.2,0.0,0.0,0.0,66.2,0.3,951.0
1,27,7,18.6,165.3,662.6,38.7,74.0,0.5,957.5
1,27,8,20.9,390.1,834.4,60.4,74.9,0.9,959.9
1,27,9,23.3,607.2,908.4,76.5,78.9,1.3,961.4
1,27,10,25.3,795.4,947.6,89.0,82.5,1.8,962.0
1,27,11,27.1,939.4,969.5,98.0,85.6,2.4,962.4
1,27,12,28.4,1026.8,979.2,103.4,85.9,2.9,962.6
1,27,13,29.3,1052.4,981.1,105.0,85.0,3.3,962.9
1,27,14,30.0,1013.6,974.8,102.6,79.5,3.5,963.9
1,27,15,29.1,915.0,961.1,96.6,74.4,3.5,960.9
1,27,16,27.8,763.0,936.0,86.9,65.0,3.2,958.8
1,27,17,26.3,569.0,890.9,73.8,57.9,3.0,957.1
1,27,18,24.1,350.2,806.8,57.1,52.4,2.2,954.1
1,27,19,21.9,128.7,600.7,34.0,43.4,1.6,953.1
1,27,20,20.2,0.0,0.0,0.0,41.3,1.1,953.6
1,27,21,19.3,0.0,0.0,0.0,40.0,0.8,954.8
1,27,22,18.3,0.0,0.0,0.0,39.0,0.4,953.1
1,27,23,17.6,0.0,0.0,0.0,40.2,0.3,952.5
1,28,0,17.0,0.0,0.0,0.0,37.3,0.1,950.9
1,28,1,16.4,0.0,0.0,0.0,38.6,0.1,949.4
1,28,2,15.7,0.0,0.0,0.0,48.9,0.3,947.8
1,28,3,15.0,0.0,0.0,0.0,54.4,0.3,946.4
1,28,4,14.1,0.0,0.0,0.0,56.8,0.5,944.7
1,28,5,14.8,0.0,0.0,0.0,62.4,0.4,948.8
1,28,6,16.0,0.0,0.0,0.0,69.1,0.2,952.1
1,28,7,18.3,164.6,670.2,38.5,74.7,0.4,956.7
1,28,8,20.8,392.8,846.7,60.5,77.5,0.9,959.8
1,28,9,23.0,612.0,919.8,76.7,80.7,1.3,960.5
1,28,10,24.9,801.6,958.0,89.3,84.6,1.8,961.3
1,28,11,26.4,946.3,978.9,98.4,87.8,2.4,961.5
1,28,12,27.3,1031.4,985.3,103.7,86.8,3.0,961.6
1,28,13,27.9,897.2,63.7,835.8,86.0,3.3,961.9
1,28,14,27.5,824.7,49.0,778.9,80.6,3.3,960.5
1,28,15,26.5,463.7,10.3,454.9,74.0,3.1,957.8
1,28,16,25.2,762.9,937.2,86.9,61.3,2.9,956.4
1,28,17,23.9,284.7,8.9,279.7,56.7,2.6,954.5
1,28,18,21.8,128.9,8.1,125.9,49.3,1.8,951.4
1,28,19,19.9,127.0,598.0,33.8,39.2,1.5,951.6
1,28,20,18.6,0.0,0.0,0.0,37.7,1.3,951.8
1,28,21,17.4,0.0,0.0,0.0,38.7,0.8,951.1
1,28,22,16.5,0.0,0.0,0.0,38.2,0.3,949.7
1,28,23,15.7,0.0,0.0,0.0,35.2,0.2,949.0
1,29,0,15.0,0.0,0.0,0.0,36.5,0.2,947.4
1,29,1,14.3,0.0,0.0,0.0,39.0,0.1,946.4
1,29,2,13.6,0.0,0.0,0.0,49.7,0.0,945.1
1,29,3,13.0,0.0,0.0,0.0,58.1,0.1,944.1
1,29,4,12.3,0.0,0.0,0.0,58.3,0.3,942.6
1,29,5,13.4,0.0,0.0,0.0,62.0,0.3,947.1
1,29,6,14.0,0.0,0.0,0.0,68.5,0.3,948.2
1,29,7,16.2,55.9,6.7,54.7,75.7,0.3,954.8
1,29,8,18.9,390.9,848.2,60.3,75.6,0.7,958.9
1,29,9,21.3,611.7,923.2,76.7,79.6,1.2,960.3
1,29,10,23.7,803.4,962.9,89.4,82.9,1.6,961.9
1,29,11,25.7,950.3,985.1,98.6,87.6,2.1,962.2
1,29,12,27.1,1038.9,994.3,104.1,87.8,2.6,962.2
1,29,13,28.2,1064.4,995.2,105.6,85.4,3.1,963.5
1,29,14,29.0,1024.8,988.5,103.3,79.7,3.3,964.3
1,29,15,28.4,924.5,974.2,97.1,75.8,3.2,962.1
1,29,16,27.1,770.2,948.5,87.3,61.2,3.0,959.2
1,29,17,25.9,573.6,903.1,74.0,54.3,2.7,958.0
1,29,18,23.6,350.6,815.2,57.0,45.6,1.6,954.3
1,29,19,21.4,126.3,602.0,33.6,38.9,1.0,954.7
1,29,20,19.9,0.0,0.0,0.0,37.4,0.6,955.5
1,29,21,18.7,0.0,0.0,0.0,34.6,0.2,955.8
1,29,22,17.6,0.0,0.0,0.0,32.0,0.4,954.1
1,29,23,16.7,0.0,0.0,0.0,32.9,0.5,953.8
1,30,0,15.9,0.0,0.0,0.0,29.1,0.5,952.7
1,30,1,15.3,0.0,0.0,0.0,29.9,0.5,952.3
1,30,2,14.9,0.0,0.0,0.0,38.8,0.3,951.3
1,30,3,14.4,0.0,0.0,0.0,45.3,0.4,949.6
1,30,4,13.8,0.0,0.0,0.0,49.9,0.6,948.3
1,30,5,14.8,0.0,0.0,0.0,54.8,0.4,952.6
1,30,6,16.0,0.0,0.0,0.0,63.1,0.2,955.0
1,30,7,19.1,160.4,673.8,37.8,72.6,0.3,962.1
1,30,8,21.9,390.4,853.3,60.2,74.7,0.7,964.2
1,30,9,24.6,611.7,927.0,76.6,78.2,1.1,965.1
1,30,10,26.8,803.4,965.7,89.3,81.8,1.4,965.7
1,30,11,28.5,949.5,986.4,98.5,85.7,1.9,964.4
1,30,12,29.8,1037.1,994.2,103.9,84.5,2.5,965.2
1,30,13,30.9,1061.4,993.8,105.3,81.5,2.9,965.8
1,30,14,31.4,1021.0,985.9,102.9,76.2,3.2,965.6
1,30,15,30.7,920.4,971.0,96.7,71.8,3.2,963.6
1,30,16,29.3,765.8,944.5,86.9,55.9,3.0,960.7
1,30,17,27.7,569.2,898.2,73.6,48.3,2.7,959.4
1,30,18,25.3,348.6,813.9,56.8,41.7,1.6,955.4
1,30,19,23.1,125.0,602.7,33.3,34.7,1.1,955.3
1,30,20,21.4,0.0,0.0,0.0,35.4,0.6,956.0
1,30,21,20.3,0.0,0.0,0.0,32.8,0.1,956.5
1,30,22,19.2,0.0,0.0,0.0,30.5,0.4,954.5
1,30,23,18.2,0.0,0.0,0.0,30.2,0.5,953.0
1,31,0,17.4,0.0,0.0,0.0,28.9,0.6,951.5
1,31,1,16.7,0.0,0.0,0.0,30.4,0.5,950.6
1,31,2,15.9,0.0,0.0,0.0,40.8,0.4,948.5
1,31,3,15.3,0.0,0.0,0.0,46.4,0.4,946.9
1,31,4,14.6,0.0,0.0,0.0,49.7,0.5,945.7
1,31,5,15.2,0.0,0.0,0.0,57.4,0.4,949.1
1,31,6,16.1,0.0,0.0,0.0,65.8,0.1,952.1
1,31,7,19.3,155.5,661.4,37.3,72.3,0.3,960.4
1,31,8,21.8,384.2,844.5,59.6,74.0,0.7,961.7
1,31,9,24.5,603.9,918.3,76.0,76.9,1.1,964.2
1,31,10,26.8,794.2,956.6,88.7,80.3,1.6,965.3
1,31,11,28.6,939.2,977.1,97.8,82.6,2.1,964.9
1,31,12,29.7,1027.1,985.8,103.3,81.5,2.7,964.5
1,31,13,30.4,1052.1,986.0,104.8,80.6,3.2,964.4
1,31,14,31.1,1012.4,978.5,102.4,75.0,3.3,966.1
1,31,15,30.3,913.6,964.8,96.3,72.6,3.2,963.8
1,31,16,29.1,760.6,939.4,86.6,58.2,2.9,960.7
1,31,17,27.8,565.4,894.0,73.4,49.1,2.7,959.4
1,31,18,25.7,344.9,808.6,56.5,45.0,1.6,955.6
1,31,19,23.5,122.1,594.2,32.9,36.8,1.1,954.1
1,31,20,22.0,0.0,0.0,0.0,38.2,0.5,955.5
1,31,21,20.9,0.0,0.0,0.0,36.1,0.3,955.4
1,31,22,19.7,0.0,0.0,0.0,34.1,0.6,952.6
1,31,23,18.7,0.0,0.0,0.0,34.5,0.9,952.3
2,1,0,16.3,0.0,0.0,0.0,37.2,0.6,948.4
2,1,1,15.9,0.0,0.0,0.0,40.5,0.6,948.4
2,1,2,15.2,0.0,0.0,0.0,48.2,0.6,946.8
2,1,3,14.5,0.0,0.0,0.0,53.3,0.4,946.4
2,1,4,14.0,0.0,0.0,0.0,63.6,0.6,946.6
2,1,5,15.1,0.0,0.0,0.0,68.9,0.6,951.2
2,1,6,16.3,0.0,0.0,0.0,75.3,0.2,954.4
2,1,7,19.1,145.9,620.7,36.3,78.4,0.2,960.6
2,1,8,21.8,367.3,808.0,58.4,82.1,0.7,963.2
2,1,9,24.5,582.5,886.2,74.7,82.4,1.1,964.6
2,1,10,26.9,769.9,927.5,87.3,84.6,1.7,965.6
2,1,11,28.5,913.4,950.2,96.4,86.9,2.2,964.1
2,1,12,29.7,1000.7,960.3,101.8,83.8,2.7,964.2
2,1,13,29.3,1026.1,961.5,103.4,86.7,3.2,960.5
2,1,14,28.5,987.9,954.7,101.1,87.5,3.2,959.0
2,1,15,27.4,889.4,939.1,94.9,78.9,3.1,956.9
2,1,16,26.0,738.3,911.5,85.3,69.6,2.9,955.8
2,1,17,24.6,546.3,863.4,72.1,58.6,2.6,954.9
2,1,18,23.0,333.1,780.8,55.6,50.4,1.8,953.6
2,1,19,21.7,116.7,569.0,32.3,47.9,1.4,953.8
2,1,20,20.4,0.0,0.0,0.0,48.4,0.8,952.7
2,1,21,19.3,0.0,0.0,0.0,47.5,0.3,952.1
2,1,22,17.9,0.0,0.0,0.0,45.3,0.5,950.5
2,1,23,17.0,0.0,0.0,0.0,46.8,0.6,950.4
2,2,0,16.0,0.0,0.0,0.0,52.6,0.9,949.0
2,2,1,15.5,0.0,0.0,0.0,55.7,0.6,949.5
2,2,2,15.1,0.0,0.0,0.0,56.4,0.5,948.6
2,2,3,16.2,0.0,0.0,0.0,61.8,0.5,951.9
2,2,4,16.4,0.0,0.0,0.0,68.9,0.6,950.0
2,2,5,17.2,0.0,0.0,0.0,71.6,0.5,952.5
2,2,6,18.0,0.0,0.0,0.0,78.2,0.2,953.6
2,2,7,20.8,143.8,621.1,36.0,78.8,0.2,960.3
2,2,8,23.9,367.4,813.8,58.5,86.0,0.7,962.3
2,2,9,26.3,583.6,891.7,74.8,86.6,1.1,960.9
2,2,10,28.5,771.6,932.3,87.4,87.8,1.5,960.3
2,2,11,29.5,915.3,954.4,96.5,89.5,2.0,956.7
2,2,12,30.1,1001.4,962.6,101.8,87.9,2.5,956.8
2,2,13,31.1,1025.4,962.3,103.3,90.6,3.0,957.1
2,2,14,30.5,985.9,954.1,100.9,91.4,3.4,953.5
2,2,15,29.8,889.1,940.2,94.9,84.6,3.3,952.8
2,2,16,28.2,738.8,914.1,85.3,73.5,3.1,949.9
2,2,17,26.8,547.1,867.6,72.2,55.2,2.7,949.5
2,2,18,24.8,329.5,775.7,55.3,44.6,1.7,948.6
2,2,19,22.8,112.1,550.9,31.7,46.8,1.3,949.4
2,2,20,21.7,0.0,0.0,0.0,39.3,0.8,951.2
2,2,21,20.7,0.0,0.0,0.0,38.0,0.4,951.3
2,2,22,19.7,0.0,0.0,0.0,39.9,0.3,950.5
2,2,23,19.1,0.0,0.0,0.0,38.8,0.5,951.0
2,3,0,18.8,0.0,0.0,0.0,44.5,0.4,951.4
2,3,1,17.9,0.0,0.0,0.0,46.4,0.6,949.0
2,3,2,17.3,0.0,0.0,0.0,47.2,0.6,949.2
2,3,3,17.1,0.0,0.0,0.0,53.3,0.6,950.4
2,3,4,16.3,0.0,0.0,0.0,62.0,0.8,948.6
2,3,5,16.2,0.0,0.0,0.0,68.7,0.7,950.2
2,3,6,17.1,0.0,0.0,0.0,71.8,0.5,953.1
2,3,7,20.6,142.3,625.0,35.8,75.1,0.2,962.3
2,3,8,23.6,366.7,817.8,58.5,83.8,0.7,961.1
2,3,9,25.8,584.7,897.1,74.9,84.8,1.2,959.3
2,3,10,27.8,774.5,938.8,87.6,83.3,1.6,959.0
2,3,11,29.0,919.9,961.4,96.8,84.0,2.2,956.4
2,3,12,29.9,1008.0,970.9,102.3,87.8,2.7,957.1
2,3,13,30.3,1033.7,971.8,103.8,88.8,3.1,955.1
2,3,14,29.7,995.3,965.0,101.5,89.7,3.2,953.1
2,3,15,28.7,895.8,949.3,95.3,81.5,3.2,950.7
2,3,16,27.5,743.3,921.9,85.5,71.6,3.0,948.0
2,3,17,26.0,549.2,873.9,72.3,55.9,2.6,946.2
2,3,18,23.8,330.6,783.4,55.4,42.9,1.7,942.8
2,3,19,21.7,111.7,556.7,31.6,42.9,1.2,942.1
2,3,20,20.1,0.0,0.0,0.0,41.8,0.8,942.4
2,3,21,18.7,0.0,0.0,0.0,39.9,0.4,942.0
2,3,22,17.5,0.0,0.0,0.0,38.0,0.3,940.8
2,3,23,16.9,0.0,0.0,0.0,36.6,0.4,941.5
2,4,0,16.2,0.0,0.0,0.0,39.9,0.6,940.1
