Code_BuildingVariant,Code_Country,Code_Building,Code_BuildingSizeClass,Code_Period,Code_Material,Code_Zone,Code_RoofType,Year1_Building,Year2_Building,n_Apartment,n_Storey,A_C_Ref,h_room,A_Wall_1,A_Wall_2,A_Wall_3,A_Roof_1,A_Roof_2,A_Floor_1,A_Floor_2,A_Door_1,A_Window_North,A_Window_East,A_Window_South,A_Window_West,A_Window_Horizontal,A_Window_1,A_Window_2,F_sh_vert,F_sh_hor,F_f,F_w,U_Actual_Wall_1,U_Actual_Wall_2,U_Actual_Wall_3,b_Transmission_Wall_1,b_Transmission_Wall_2,b_Transmission_Wall_3,U_Actual_Roof_1,U_Actual_Roof_2,b_Transmission_Roof_1,b_Transmission_Roof_2,U_Actual_Floor_1,U_Actual_Floor_2,b_Transmission_Floor_1,b_Transmission_Floor_2,U_Actual_Door_1,U_Window_1,U_Window_2,g_gl_n_Window_1,n_air_infiltration,n_air_use,q_h_nd
CL.SFH.RT1.adobe.E,CL,CL.SFH.RT1.adobe.E,SFH,RT1,adobe,E,SD,2000,2006,1,1,65,2.4,62.4,0,0,65,0,65,0,2.0,2.35,2.35,2.35,2.35,0,9.4,0,0.9,1.0,0.7,0.9,1.38,0,0,1.0,0,0,0.386,0,1.0,0,0.45,0,0.45,0,2.5,3.01,0,0.75,0.6,0.3,80
CL.SFH.RT1.adobe.F,CL,CL.SFH.RT1.adobe.F,SFH,RT1,adobe,F,SD,2000,2006,1,1,65,2.4,62.4,0,0,65,0,65,0,2.0,2.35,2.35,2.35,2.35,0,9.4,0,0.9,1.0,0.7,0.9,1.38,0,0,1.0,0,0,0.38,0,1.0,0,0.5,0,0.45,0,2.5,5.8,0,0.75,0.6,0.3,80
CL.SFH.RT1.adobe.G,CL,CL.SFH.RT1.adobe.G,SFH,RT1,adobe,G,SD,2000,2006,1,1,65,2.4,62.4,0,0,65,0,65,0,2.0,2.35,2.35,2.35,2.35,0,9.4,0,0.9,1.0,0.7,0.9,1.38,0,0,1.0,0,0,0.29,0,1.0,0,0.38,0,0.45,0,2.5,3.28,0,0.75,0.6,0.3,80
CL.SFH.RT1.adobe.H,CL,CL.SFH.RT1.adobe.H,SFH,RT1,adobe,H,SD,2000,2006,1,1,65,2.4,62.4,0,0,65,0,65,0,2.0,2.35,2.35,2.35,2.35,0,9.4,0,0.9,1.0,0.7,0.9,1.38,0,0,1.0,0,0,0.33,0,1.0,0,0.29,0,0.45,0,2.5,4.54,0,0.75,0.6,0.3,80
CL.SFH.RT1.adobe.I,CL,CL.SFH.RT1.adobe.I,SFH,RT1,adobe,I,SD,2000,2006,1,1,65,2.4,62.4,0,0,65,0,65,0,2.0,2.35,2.35,2.35,2.35,0,9.4,0,0.9,1.0,0.7,0.9,1.38,0,0,1.0,0,0,0.38,0,1.0,0,0.66,0,0.45,0,2.5,4.404999999999999,0,0.75,0.6,0.3,80
CL.SFH.RT1.hor.A,CL,CL.SFH.RT1.hor.A,SFH,RT1,hor,A,SD,2000,2006,1,1,65,2.4,62.4,0,0,65,0,65,0,2.0,2.35,2.35,2.35,2.35,0,9.4,0,0.9,1.0,0.7,0.9,1.41,0,0,1.0,0,0,3.83,0,1.0,0,3.41,0,0.45,0,2.5,5.8,0,0.75,0.6,0.3,80
CL.SFH.RT1.hor.B,CL,CL.SFH.RT1.hor.B,SFH,RT1,hor,B,SD,2000,2006,1,1,65,2.4,62.4,0,0,65,0,65,0,2.0,2.35,2.35,2.35,2.35,0,9.4,0,0.9,1.0,0.7,0.9,1.0550000000000002,0,0,1.0,0,0,0.375,0,1.0,0,1.108,0,0.45,0,2.5,5.8,0,0.75,0.6,0.3,80
CL.SFH.RT1.hor.C,CL,CL.SFH.RT1.hor.C,SFH,RT1,hor,C,SD,2000,2006,1,1,65,2.4,62.4,0,0,65,0,65,0,2.0,2.35,2.35,2.35,2.35,0,9.4,0,0.9,1.0,0.7,0.9,1.015,0,0,1.0,0,0,0.71,0,1.0,0,0.86,0,0.45,0,2.5,5.8,0,0.75,0.6,0.3,80
CL.SFH.RT1.hor.D,CL,CL.SFH.RT1.hor.D,SFH,RT1,hor,D,SD,2000,2006,1,1,65,2.4,62.4,0,0,65,0,65,0,2.0,2.35,2.35,2.35,2.35,0,9.4,0,0.9,1.0,0.7,0.9,0.985,0,0,1.0,0,0,0.47,0,1.0,0,0.65,0,0.45,0,2.5,3.28,0,0.75,0.6,0.3,80
CL.SFH.RT1.hor.E,CL,CL.SFH.RT1.hor.E,SFH,RT1,hor,E,SD,2000,2006,1,1,65,2.4,62.4,0,0,65,0,65,0,2.0,2.35,2.35,2.35,2.35,0,9.4,0,0.9,1.0,0.7,0.9,0.4903183333333335,0,0,1.0,0,0,3.01,0,1.0,0,0.53,0,0.45,0,2.5,3.01,0,0.75,0.6,0.3,80
CL.SFH.RT1.hor.F,CL,CL.SFH.RT1.hor.F,SFH,RT1,hor,F,SD,2000,2006,1,1,65,2.4,62.4,0,0,65,0,65,0,2.0,2.35,2.35,2.35,2.35,0,9.4,0,0.9,1.0,0.7,0.9,0.4385,0,0,1.0,0,0,0.35,0,1.0,0,0.62,0,0.45,0,2.5,3.28,0,0.75,0.6,0.3,80
CL.SFH.RT1.hor.G,CL,CL.SFH.RT1.hor.G,SFH,RT1,hor,G,SD,2000,2006,1,1,65,2.4,62.4,0,0,65,0,65,0,2.0,2.35,2.35,2.35,2.35,0,9.4,0,0.9,1.0,0.7,0.9,0.385,0,0,1.0,0,0,0.27,0,1.0,0,0.38,0,0.45,0,2.5,3.28,0,0.75,0.6,0.3,80
CL.SFH.RT1.hor.H,CL,CL.SFH.RT1.hor.H,SFH,RT1,hor,H,SD,2000,2006,1,1,65,2.4,62.4,0,0,65,0,65,0,2.0,2.35,2.35,2.35,2.35,0,9.4,0,0.9,1.0,0.7,0.9,0.59,0,0,1.0,0,0,0.33,0,1.0,0,0.29,0,0.45,0,2.5,4.54,0,0.75,0.6,0.3,80
CL.SFH.RT1.hor.I,CL,CL.SFH.RT1.hor.I,SFH,RT1,hor,I,SD,2000,2006,1,1,65,2.4,62.4,0,0,65,0,65,0,2.0,2.35,2.35,2.35,2.35,0,9.4,0,0.9,1.0,0.7,0.9,0.53,0,0,1.0,0,0,0.38,0,1.0,0,0.66,0,0.45,0,2.5,4.404999999999999,0,0.75,0.6,0.3,80
CL.SFH.RT1.lad.A,CL,CL.SFH.RT1.lad.A,SFH,RT1,lad,A,SD,2000,2006,1,1,65,2.4,62.4,0,0,65,0,65,0,2.0,2.35,2.35,2.35,2.35,0,9.4,0,0.9,1.0,0.7,0.9,1.41,0,0,1.0,0,0,3.83,0,1.0,0,3.41,0,0.45,0,2.5,5.8,0,0.75,0.6,0.3,80
CL.SFH.RT1.lad.B,CL,CL.SFH.RT1.lad.B,SFH,RT1,lad,B,SD,2000,2006,1,1,65,2.4,62.4,0,0,65,0,65,0,2.0,2.35,2.35,2.35,2.35,0,9.4,0,0.9,1.0,0.7,0.9,1.129,0,0,1.0,0,0,0.481,0,1.0,0,1.108,0,0.45,0,2.5,4.54,0,0.75,0.6,0.3,80
CL.SFH.RT1.lad.C,CL,CL.SFH.RT1.lad.C,SFH,RT1,lad,C,SD,2000,2006,1,1,65,2.4,62.4,0,0,65,0,65,0,2.0,2.35,2.35,2.35,2.35,0,9.4,0,0.9,1.0,0.7,0.9,1.015,0,0,1.0,0,0,0.71,0,1.0,0,0.86,0,0.45,0,2.5,5.8,0,0.75,0.6,0.3,80
CL.SFH.RT1.lad.D,CL,CL.SFH.RT1.lad.D,SFH,RT1,lad,D,SD,2000,2006,1,1,65,2.4,62.4,0,0,65,0,65,0,2.0,2.35,2.35,2.35,2.35,0,9.4,0,0.9,1.0,0.7,0.9,0.718,0,0,1.0,0,0,0.378,0,1.0,0,1.38,0,0.45,0,2.5,3.145,0,0.75,0.6,0.3,80
CL.SFH.RT1.lad.E,CL,CL.SFH.RT1.lad.E,SFH,RT1,lad,E,SD,2000,2006,1,1,65,2.4,62.4,0,0,65,0,65,0,2.0,2.35,2.35,2.35,2.35,0,9.4,0,0.9,1.0,0.7,0.9,0.718,0,0,1.0,0,0,0.38,0,1.0,0,0.45,0,0.45,0,2.5,3.28,0,0.75,0.6,0.3,80
CL.SFH.RT1.lad.F,CL,CL.SFH.RT1.lad.F,SFH,RT1,lad,F,SD,2000,2006,1,1,65,2.4,62.4,0,0,65,0,65,0,2.0,2.35,2.35,2.35,2.35,0,9.4,0,0.9,1.0,0.7,0.9,0.65,0,0,1.0,0,0,0.279,0,1.0,0,0.482,0,0.45,0,2.5,2.85,0,0.75,0.6,0.3,80
CL.SFH.RT1.lad.G,CL,CL.SFH.RT1.lad.G,SFH,RT1,lad,G,SD,2000,2006,1,1,65,2.4,62.4,0,0,65,0,65,0,2.0,2.35,2.35,2.35,2.35,0,9.4,0,0.9,1.0,0.7,0.9,0.47,0,0,1.0,0,0,0.29,0,1.0,0,0.38,0,0.45,0,2.5,3.28,0,0.75,0.6,0.3,80
CL.SFH.RT1.lad.H,CL,CL.SFH.RT1.lad.H,SFH,RT1,lad,H,SD,2000,2006,1,1,65,2.4,62.4,0,0,65,0,65,0,2.0,2.35,2.35,2.35,2.35,0,9.4,0,0.9,1.0,0.7,0.9,0.59,0,0,1.0,0,0,0.33,0,1.0,0,0.29,0,0.45,0,2.5,4.54,0,0.75,0.6,0.3,80
CL.SFH.RT1.lad.I,CL,CL.SFH.RT1.lad.I,SFH,RT1,lad,I,SD,2000,2006,1,1,65,2.4,62.4,0,0,65,0,65,0,2.0,2.35,2.35,2.35,2.35,0,9.4,0,0.9,1.0,0.7,0.9,0.53,0,0,1.0,0,0,0.38,0,1.0,0,0.66,0,0.45,0,2.5,4.404999999999999,0,0.75,0.6,0.3,80
CL.SFH.RT1.mad.A,CL,CL.SFH.RT1.mad.A,SFH,RT1,mad,A,SD,2000,2006,1,1,65,2.4,62.4,0,0,65,0,65,0,2.0,2.35,2.35,2.35,2.35,0,9.4,0,0.9,1.0,0.7,0.9,1.41,0,0,1.0,0,0,3.83,0,1.0,0,3.41,0,0.45,0,2.5,5.8,0,0.75,0.6,0.3,80
CL.SFH.RT1.mad.B,CL,CL.SFH.RT1.mad.B,SFH,RT1,mad,B,SD,2000,2006,1,1,65,2.4,62.4,0,0,65,0,65,0,2.0,2.35,2.35,2.35,2.35,0,9.4,0,0.9,1.0,0.7,0.9,1.0550000000000002,0,0,1.0,0,0,0.481,0,1.0,0,1.108,0,0.45,0,2.5,5.8,0,0.75,0.6,0.3,80
CL.SFH.RT1.mad.C,CL,CL.SFH.RT1.mad.C,SFH,RT1,mad,C,SD,2000,2006,1,1,65,2.4,62.4,0,0,65,0,65,0,2.0,2.35,2.35,2.35,2.35,0,9.4,0,0.9,1.0,0.7,0.9,1.015,0,0,1.0,0,0,0.71,0,1.0,0,0.86,0,0.45,0,2.5,5.8,0,0.75,0.6,0.3,80
CL.SFH.RT1.mad.D,CL,CL.SFH.RT1.mad.D,SFH,RT1,mad,D,SD,2000,2006,1,1,65,2.4,62.4,0,0,65,0,65,0,2.0,2.35,2.35,2.35,2.35,0,9.4,0,0.9,1.0,0.7,0.9,0.7,0,0,1.0,0,0,0.46,0,1.0,0,2.64,0,0.45,0,2.5,4.54,0,0.75,0.6,0.3,80
CL.SFH.RT1.mad.E,CL,CL.SFH.RT1.mad.E,SFH,RT1,mad,E,SD,2000,2006,1,1,65,2.4,62.4,0,0,65,0,65,0,2.0,2.35,2.35,2.35,2.35,0,9.4,0,0.9,1.0,0.7,0.9,0.81,0,0,1.0,0,0,0.386,0,1.0,0,0.45,0,0.45,0,2.5,5.8,0,0.75,0.6,0.3,80
CL.SFH.RT1.mad.F,CL,CL.SFH.RT1.mad.F,SFH,RT1,mad,F,SD,2000,2006,1,1,65,2.4,62.4,0,0,65,0,65,0,2.0,2.35,2.35,2.35,2.35,0,9.4,0,0.9,1.0,0.7,0.9,0.76,0,0,1.0,0,0,0.3845,0,1.0,0,0.45,0,0.45,0,2.5,5.8,0,0.75,0.6,0.3,80
CL.SFH.RT1.mad.G,CL,CL.SFH.RT1.mad.G,SFH,RT1,mad,G,SD,2000,2006,1,1,65,2.4,62.4,0,0,65,0,65,0,2.0,2.35,2.35,2.35,2.35,0,9.4,0,0.9,1.0,0.7,0.9,0.812435581133096,0,0,1.0,0,0,0.29,0,1.0,0,0.38,0,0.45,0,2.5,3.28,0,0.75,0.6,0.3,80
CL.SFH.RT1.mad.H,CL,CL.SFH.RT1.mad.H,SFH,RT1,mad,H,SD,2000,2006,1,1,65,2.4,62.4,0,0,65,0,65,0,2.0,2.35,2.35,2.35,2.35,0,9.4,0,0.9,1.0,0.7,0.9,0.59,0,0,1.0,0,0,0.33,0,1.0,0,0.29,0,0.45,0,2.5,4.54,0,0.75,0.6,0.3,80
CL.SFH.RT1.mad.I,CL,CL.SFH.RT1.mad.I,SFH,RT1,mad,I,SD,2000,2006,1,1,65,2.4,62.4,0,0,65,0,65,0,2.0,2.35,2.35,2.35,2.35,0,9.4,0,0.9,1.0,0.7,0.9,0.53,0,0,1.0,0,0,0.38,0,1.0,0,0.66,0,0.45,0,2.5,4.404999999999999,0,0.75,0.6,0.3,80
CL.SFH.RT1.met.A,CL,CL.SFH.RT1.met.A,SFH,RT1,met,A,SD,2000,2006,1,1,65,2.4,62.4,0,0,65,0,65,0,2.0,2.35,2.35,2.35,2.35,0,9.4,0,0.9,1.0,0.7,0.9,0.75,0,0,1.0,0,0,3.83,0,1.0,0,3.41,0,0.45,0,2.5,5.8,0,0.75,0.6,0.3,80
CL.SFH.RT1.met.B,CL,CL.SFH.RT1.met.B,SFH,RT1,met,B,SD,2000,2006,1,1,65,2.4,62.4,0,0,65,0,65,0,2.0,2.35,2.35,2.35,2.35,0,9.4,0,0.9,1.0,0.7,0.9,0.75,0,0,1.0,0,0,0.481,0,1.0,0,1.108,0,0.45,0,2.5,5.8,0,0.75,0.6,0.3,80
CL.SFH.RT1.met.C,CL,CL.SFH.RT1.met.C,SFH,RT1,met,C,SD,2000,2006,1,1,65,2.4,62.4,0,0,65,0,65,0,2.0,2.35,2.35,2.35,2.35,0,9.4,0,0.9,1.0,0.7,0.9,0.75,0,0,1.0,0,0,0.71,0,1.0,0,0.86,0,0.45,0,2.5,5.8,0,0.75,0.6,0.3,80
CL.SFH.RT1.met.D,CL,CL.SFH.RT1.met.D,SFH,RT1,met,D,SD,2000,2006,1,1,65,2.4,62.4,0,0,65,0,65,0,2.0,2.35,2.35,2.35,2.35,0,9.4,0,0.9,1.0,0.7,0.9,0.75,0,0,1.0,0,0,0.378,0,1.0,0,0.66,0,0.45,0,2.5,3.28,0,0.75,0.6,0.3,80
CL.SFH.RT1.met.E,CL,CL.SFH.RT1.met.E,SFH,RT1,met,E,SD,2000,2006,1,1,65,2.4,62.4,0,0,65,0,65,0,2.0,2.35,2.35,2.35,2.35,0,9.4,0,0.9,1.0,0.7,0.9,0.75,0,0,1.0,0,0,0.386,0,1.0,0,0.45,0,0.45,0,2.5,3.01,0,0.75,0.6,0.3,80
CL.SFH.RT1.met.F,CL,CL.SFH.RT1.met.F,SFH,RT1,met,F,SD,2000,2006,1,1,65,2.4,62.4,0,0,65,0,65,0,2.0,2.35,2.35,2.35,2.35,0,9.4,0,0.9,1.0,0.7,0.9,0.75,0,0,1.0,0,0,0.38,0,1.0,0,0.5,0,0.45,0,2.5,5.8,0,0.75,0.6,0.3,80
CL.SFH.RT1.met.G,CL,CL.SFH.RT1.met.G,SFH,RT1,met,G,SD,2000,2006,1,1,65,2.4,62.4,0,0,65,0,65,0,2.0,2.35,2.35,2.35,2.35,0,9.4,0,0.9,1.0,0.7,0.9,0.75,0,0,1.0,0,0,0.29,0,1.0,0,0.38,0,0.45,0,2.5,3.28,0,0.75,0.6,0.3,80
CL.SFH.RT1.met.H,CL,CL.SFH.RT1.met.H,SFH,RT1,met,H,SD,2000,2006,1,1,65,2.4,62.4,0,0,65,0,65,0,2.0,2.35,2.35,2.35,2.35,0,9.4,0,0.9,1.0,0.7,0.9,0.75,0,0,1.0,0,0,0.33,0,1.0,0,0.29,0,0.45,0,2.5,4.54,0,0.75,0.6,0.3,80
CL.SFH.RT1.met.I,CL,CL.SFH.RT1.met.I,SFH,RT1,met,I,SD,2000,2006,1,1,65,2.4,62.4,0,0,65,0,65,0,2.0,2.35,2.35,2.35,2.35,0,9.4,0,0.9,1.0,0.7,0.9,0.75,0,0,1.0,0,0,0.38,0,1.0,0,0.66,0,0.45,0,2.5,4.404999999999999,0,0.75,0.6,0.3,80
CL.SFH.RT1.prefab.A,CL,CL.SFH.RT1.prefab.A,SFH,RT1,prefab,A,SD,2000,2006,1,1,65,2.4,62.4,0,0,65,0,65,0,2.0,2.35,2.35,2.35,2.35,0,9.4,0,0.9,1.0,0.7,0.9,1.41,0,0,1.0,0,0,3.83,0,1.0,0,3.41,0,0.45,0,2.5,5.8,0,0.75,0.6,0.3,80
CL.SFH.RT1.prefab.B,CL,CL.SFH.RT1.prefab.B,SFH,RT1,prefab,B,SD,2000,2006,1,1,65,2.4,62.4,0,0,65,0,65,0,2.0,2.35,2.35,2.35,2.35,0,9.4,0,0.9,1.0,0.7,0.9,1.0550000000000002,0,0,1.0,0,0,0.481,0,1.0,0,1.108,0,0.45,0,2.5,5.8,0,0.75,0.6,0.3,80
CL.SFH.RT1.prefab.C,CL,CL.SFH.RT1.prefab.C,SFH,RT1,prefab,C,SD,2000,2006,1,1,65,2.4,62.4,0,0,65,0,65,0,2.0,2.35,2.35,2.35,2.35,0,9.4,0,0.9,1.0,0.7,0.9,1.015,0,0,1.0,0,0,0.71,0,1.0,0,0.86,0,0.45,0,2.5,5.8,0,0.75,0.6,0.3,80
CL.SFH.RT1.prefab.D,CL,CL.SFH.RT1.prefab.D,SFH,RT1,prefab,D,SD,2000,2006,1,1,65,2.4,62.4,0,0,65,0,65,0,2.0,2.35,2.35,2.35,2.35,0,9.4,0,0.9,1.0,0.7,0.9,0.965,0,0,1.0,0,0,0.378,0,1.0,0,0.66,0,0.45,0,2.5,3.28,0,0.75,0.6,0.3,80
CL.SFH.RT1.prefab.E,CL,CL.SFH.RT1.prefab.E,SFH,RT1,prefab,E,SD,2000,2006,1,1,65,2.4,62.4,0,0,65,0,65,0,2.0,2.35,2.35,2.35,2.35,0,9.4,0,0.9,1.0,0.7,0.9,0.539,0,0,1.0,0,0,0.386,0,1.0,0,0.45,0,0.45,0,2.5,3.01,0,0.75,0.6,0.3,80
CL.SFH.RT1.prefab.F,CL,CL.SFH.RT1.prefab.F,SFH,RT1,prefab,F,SD,2000,2006,1,1,65,2.4,62.4,0,0,65,0,65,0,2.0,2.35,2.35,2.35,2.35,0,9.4,0,0.9,1.0,0.7,0.9,0.375,0,0,1.0,0,0,0.26,0,1.0,0,0.5,0,0.45,0,2.5,2.93,0,0.75,0.6,0.3,80
CL.SFH.RT1.prefab.G,CL,CL.SFH.RT1.prefab.G,SFH,RT1,prefab,G,SD,2000,2006,1,1,65,2.4,62.4,0,0,65,0,65,0,2.0,2.35,2.35,2.35,2.35,0,9.4,0,0.9,1.0,0.7,0.9,0.47,0,0,1.0,0,0,0.29,0,1.0,0,0.38,0,0.45,0,2.5,3.28,0,0.75,0.6,0.3,80
CL.SFH.RT1.prefab.H,CL,CL.SFH.RT1.prefab.H,SFH,RT1,prefab,H,SD,2000,2006,1,1,65,2.4,62.4,0,0,65,0,65,0,2.0,2.35,2.35,2.35,2.35,0,9.4,0,0.9,1.0,0.7,0.9,0.59,0,0,1.0,0,0,0.33,0,1.0,0,0.29,0,0.45,0,2.5,4.54,0,0.75,0.6,0.3,80
CL.SFH.RT1.prefab.I,CL,CL.SFH.RT1.prefab.I,SFH,RT1,prefab,I,SD,2000,2006,1,1,65,2.4,62.4,0,0,65,0,65,0,2.0,2.35,2.35,2.35,2.35,0,9.4,0,0.9,1.0,0.7,0.9,0.53,0,0,1.0,0,0,0.38,0,1.0,0,0.66,0,0.45,0,2.5,4.404999999999999,0,0.75,0.6,0.3,80
CL.SFH.RT2.adobe.A,CL,CL.SFH.RT2.adobe.A,SFH,RT2,adobe,A,SD,2007,2014,1,1,65,2.4,62.4,0,0,65,0,65,0,2.0,2.35,2.35,2.35,2.35,0,9.4,0,0.9,1.0,0.7,0.9,1.38,0,0,1.0,0,0,0.69,0,1.0,0,1.4,0,0.45,0,2.5,5.8,0,0.75,0.6,0.3,80
CL.SFH.RT2.adobe.B,CL,CL.SFH.RT2.adobe.B,SFH,RT2,adobe,B,SD,2007,2014,1,1,65,2.4,62.4,0,0,65,0,65,0,2.0,2.35,2.35,2.35,2.35,0,9.4,0,0.9,1.0,0.7,0.9,1.38,0,0,1.0,0,0,0.375,0,1.0,0,0.62,0,0.45,0,2.5,5.8,0,0.75,0.6,0.3,80
CL.SFH.RT2.adobe.C,CL,CL.SFH.RT2.adobe.C,SFH,RT2,adobe,C,SD,2007,2014,1,1,65,2.4,62.4,0,0,65,0,65,0,2.0,2.35,2.35,2.35,2.35,0,9.4,0,0.9,1.0,0.7,0.9,1.38,0,0,1.0,0,0,0.588,0,1.0,0,0.57,0,0.45,0,2.5,5.8,0,0.75,0.6,0.3,80
CL.SFH.RT2.adobe.D,CL,CL.SFH.RT2.adobe.D,SFH,RT2,adobe,D,SD,2007,2014,1,1,65,2.4,62.4,0,0,65,0,65,0,2.0,2.35,2.35,2.35,2.35,0,9.4,0,0.9,1.0,0.7,0.9,1.38,0,0,1.0,0,0,0.378,0,1.0,0,0.67,0,0.45,0,2.5,3.28,0,0.75,0.6,0.3,80
CL.SFH.RT2.adobe.E,CL,CL.SFH.RT2.adobe.E,SFH,RT2,adobe,E,SD,2007,2014,1,1,65,2.4,62.4,0,0,65,0,65,0,2.0,2.35,2.35,2.35,2.35,0,9.4,0,0.9,1.0,0.7,0.9,1.38,0,0,1.0,0,0,0.378,0,1.0,0,0.508,0,0.45,0,2.5,3.28,0,0.75,0.6,0.3,80
CL.SFH.RT2.adobe.F,CL,CL.SFH.RT2.adobe.F,SFH,RT2,adobe,F,SD,2007,2014,1,1,65,2.4,62.4,0,0,65,0,65,0,2.0,2.35,2.35,2.35,2.35,0,9.4,0,0.9,1.0,0.7,0.9,1.38,0,0,1.0,0,0,0.38,0,1.0,0,0.47,0,0.45,0,2.5,3.28,0,0.75,0.6,0.3,80
CL.SFH.RT2.adobe.G,CL,CL.SFH.RT2.adobe.G,SFH,RT2,adobe,G,SD,2007,2014,1,1,65,2.4,62.4,0,0,65,0,65,0,2.0,2.35,2.35,2.35,2.35,0,9.4,0,0.9,1.0,0.7,0.9,1.38,0,0,1.0,0,0,0.246,0,1.0,0,0.38,0,0.45,0,2.5,5.8,0,0.75,0.6,0.3,80
CL.SFH.RT2.adobe.H,CL,CL.SFH.RT2.adobe.H,SFH,RT2,adobe,H,SD,2007,2014,1,1,65,2.4,62.4,0,0,65,0,65,0,2.0,2.35,2.35,2.35,2.35,0,9.4,0,0.9,1.0,0.7,0.9,1.38,0,0,1.0,0,0,0.33,0,1.0,0,0.29,0,0.45,0,2.5,4.54,0,0.75,0.6,0.3,80
CL.SFH.RT2.adobe.I,CL,CL.SFH.RT2.adobe.I,SFH,RT2,adobe,I,SD,2007,2014,1,1,65,2.4,62.4,0,0,65,0,65,0,2.0,2.35,2.35,2.35,2.35,0,9.4,0,0.9,1.0,0.7,0.9,1.38,0,0,1.0,0,0,0.2489,0,1.0,0,0.62,0,0.45,0,2.5,4.54,0,0.75,0.6,0.3,80
CL.SFH.RT2.hor.A,CL,CL.SFH.RT2.hor.A,SFH,RT2,hor,A,SD,2007,2014,1,1,65,2.4,62.4,0,0,65,0,65,0,2.0,2.35,2.35,2.35,2.35,0,9.4,0,0.9,1.0,0.7,0.9,1.08,0,0,1.0,0,0,0.5049,0,1.0,0,1.4,0,0.45,0,2.5,5.8,0,0.75,0.6,0.3,80
CL.SFH.RT2.hor.B,CL,CL.SFH.RT2.hor.B,SFH,RT2,hor,B,SD,2007,2014,1,1,65,2.4,62.4,0,0,65,0,65,0,2.0,2.35,2.35,2.35,2.35,0,9.4,0,0.9,1.0,0.7,0.9,1.0550000000000002,0,0,1.0,0,0,0.375,0,1.0,0,0.62,0,0.45,0,2.5,5.8,0,0.75,0.6,0.3,80
CL.SFH.RT2.hor.C,CL,CL.SFH.RT2.hor.C,SFH,RT2,hor,C,SD,2007,2014,1,1,65,2.4,62.4,0,0,65,0,65,0,2.0,2.35,2.35,2.35,2.35,0,9.4,0,0.9,1.0,0.7,0.9,1.29,0,0,1.0,0,0,0.6,0,1.0,0,0.57,0,0.45,0,2.5,4.54,0,0.75,0.6,0.3,80
CL.SFH.RT2.hor.D,CL,CL.SFH.RT2.hor.D,SFH,RT2,hor,D,SD,2007,2014,1,1,65,2.4,62.4,0,0,65,0,65,0,2.0,2.35,2.35,2.35,2.35,0,9.4,0,0.9,1.0,0.7,0.9,0.93,0,0,1.0,0,0,0.43,0,1.0,0,0.65,0,0.45,0,2.5,3.28,0,0.75,0.6,0.3,80
CL.SFH.RT2.hor.E,CL,CL.SFH.RT2.hor.E,SFH,RT2,hor,E,SD,2007,2014,1,1,65,2.4,62.4,0,0,65,0,65,0,2.0,2.35,2.35,2.35,2.35,0,9.4,0,0.9,1.0,0.7,0.9,0.554,0,0,1.0,0,0,0.349,0,1.0,0,0.35,0,0.45,0,2.5,2.475,0,0.75,0.6,0.3,80
CL.SFH.RT2.hor.F,CL,CL.SFH.RT2.hor.F,SFH,RT2,hor,F,SD,2007,2014,1,1,65,2.4,62.4,0,0,65,0,65,0,2.0,2.35,2.35,2.35,2.35,0,9.4,0,0.9,1.0,0.7,0.9,0.435,0,0,1.0,0,0,0.272,0,1.0,0,0.47,0,0.45,0,2.5,3.28,0,0.75,0.6,0.3,80
CL.SFH.RT2.hor.G,CL,CL.SFH.RT2.hor.G,SFH,RT2,hor,G,SD,2007,2014,1,1,65,2.4,62.4,0,0,65,0,65,0,2.0,2.35,2.35,2.35,2.35,0,9.4,0,0.9,1.0,0.7,0.9,0.865,0,0,1.0,0,0,0.246,0,1.0,0,0.38,0,0.45,0,2.5,3.01,0,0.75,0.6,0.3,80
CL.SFH.RT2.hor.H,CL,CL.SFH.RT2.hor.H,SFH,RT2,hor,H,SD,2007,2014,1,1,65,2.4,62.4,0,0,65,0,65,0,2.0,2.35,2.35,2.35,2.35,0,9.4,0,0.9,1.0,0.7,0.9,0.59,0,0,1.0,0,0,0.33,0,1.0,0,0.29,0,0.45,0,2.5,4.54,0,0.75,0.6,0.3,80
CL.SFH.RT2.hor.I,CL,CL.SFH.RT2.hor.I,SFH,RT2,hor,I,SD,2007,2014,1,1,65,2.4,62.4,0,0,65,0,65,0,2.0,2.35,2.35,2.35,2.35,0,9.4,0,0.9,1.0,0.7,0.9,0.5829,0,0,1.0,0,0,0.2489,0,1.0,0,0.62,0,0.45,0,2.5,4.54,0,0.75,0.6,0.3,80
CL.SFH.RT2.lad.A,CL,CL.SFH.RT2.lad.A,SFH,RT2,lad,A,SD,2007,2014,1,1,65,2.4,62.4,0,0,65,0,65,0,2.0,2.35,2.35,2.35,2.35,0,9.4,0,0.9,1.0,0.7,0.9,1.08,0,0,1.0,0,0,0.69,0,1.0,0,1.4,0,0.45,0,2.5,5.8,0,0.75,0.6,0.3,80
CL.SFH.RT2.lad.B,CL,CL.SFH.RT2.lad.B,SFH,RT2,lad,B,SD,2007,2014,1,1,65,2.4,62.4,0,0,65,0,65,0,2.0,2.35,2.35,2.35,2.35,0,9.4,0,0.9,1.0,0.7,0.9,1.0550000000000002,0,0,1.0,0,0,0.375,0,1.0,0,0.62,0,0.45,0,2.5,5.8,0,0.75,0.6,0.3,80
